jobID,agencyTitle,agencyID,jobTitle,salaryFrom,salaryTo
543004,DEPT OF PARKS & RECREATION,22,Automation Testing Engineer,90000,100000
543029,DEPARTMENT OF CORRECTION,12,Confidential Investigator,58167,58167
543057,NYC HOUSING AUTHORITY,13,Capital Program Borough Liaison,64749,134280
543058,DEPARTMENT OF TRANSPORTATION,19,Assistant Supervisor,53057,77124
543064,NYC HOUSING AUTHORITY,13,Capital Program Property Liaison,54100,83981
543119,NYC HOUSING AUTHORITY,13,Architect,67757,98128
543124,DEPARTMENT OF CITY PLANNING,9,DEPUTY DIRECTOR OF URBAN DESIGN,95000,115000
543126,DEPT OF ENVIRONMENT PROTECTION,6,Distribution Area Engineer,64922,173486
543182,ADMIN FOR CHILDREN'S SVCS,5,Operations Manager,80000,84000
543187,FIRE DEPARTMENT,20,Contract Analyst,84451,113550
543216,DEPARTMENT OF BUSINESS SERV.,1,Senior Policy Advisor,84451,113550
543221,ADMIN FOR CHILDREN'S SVCS,5,Cook Helper,34612,39804
543226,HRA/DEPT OF SOCIAL SERVICES,17,"DIRECTOR, BUREAU OF INTERNAL VENDOR AUDITS",64922,126530
543254,DEPARTMENT OF TRANSPORTATION,19,Project Manager,54100,83981
543256,DEPARTMENT OF CORRECTION,12,Director of Program Evaluation,94283,108426
543261,DEPT OF YOUTH & COMM DEV SRVS,8,Associate Contract Specialist,60193,90704
543262,MAYORS OFFICE OF CONTRACT SVCS,25,"Senior Assistant Director, Procurement Operations",90000,105000
543278,ADMIN FOR CHILDREN'S SVCS,5,Senior Project Coordinator,54100,62215
543281,DEPARTMENT OF TRANSPORTATION,19,Asst. Engineer-in-Charge,90114,122168
543282,ADMIN FOR CHILDREN'S SVCS,5,Cook,36627,41388
543344,NYC HOUSING AUTHORITY,13,ASSOCIATE LABOR RELATIONS ANALYST,76294,76294
543373,DEPT OF ENVIRONMENT PROTECTION,6,Collections Specialist,74650,109409
543424,ADMIN FOR CHILDREN'S SVCS,5,Program Coordinator,54100,62215
543428,DEPT OF HEALTH/MENTAL HYGIENE,2,Forensic Mortuary Technician I,43074,49535
543542,DEPT OF PARKS & RECREATION,22,Application Developer,90000,100000
543554,FIRE DEPARTMENT,20,WTC Applications Development Manager,58700,135000
543625,DEPT OF HEALTH/MENTAL HYGIENE,2,"Director of Legislative Affairs, Bureau of Government Affairs",96772,120000
543626,DEPARTMENT FOR THE AGING,28,Community Advocate,54100,62215
543628,DEPT OF ENVIRONMENT PROTECTION,6,EHS Assessment Manager,58700,161534
543703,DEPT OF ENVIRONMENT PROTECTION,6,"Operations/Trades Manager, Groundwater Operations",58700,161534
543713,NYC HOUSING AUTHORITY,13,Senior Project Manager,118000,126000
543716,DEPARTMENT OF SANITATION,37,Geospatial Developer,98901,149277
543721,DEPT OF ENVIRONMENT PROTECTION,6,EHS Auditor,84468,111003
543722,DEPT OF HEALTH/MENTAL HYGIENE,2,Navigator,54100,63500
543733,DEPARTMENT OF CORRECTION,12,"Executive Director, Strategic Initiatives",72038,135000
543736,LAW DEPARTMENT,3,Supervising Budget Analyst,70611,81203
543740,ADMIN TRIALS AND HEARINGS,27,Special Officer,34834,50207
543743,LAW DEPARTMENT,3,Supervising Budget Analyst,70611,81203
543753,ADMIN TRIALS AND HEARINGS,27,Procurement Analyst,41395,50000
543782,DEPT OF HEALTH/MENTAL HYGIENE,2,"Exterminator, Bureau of Veterinary and Pest Control Services",34027,34027
543784,FIRE DEPARTMENT,20,Fire Medical Officer,130201,153476
543797,DEPT OF HEALTH/MENTAL HYGIENE,2,"Operations Associate, Bureau of Childcare",40017,50000
543809,ADMIN FOR CHILDREN'S SVCS,5,Eligibility Analyst,53057,61015
543816,DEPT OF HEALTH/MENTAL HYGIENE,2,Supervising Social Worker,71379,94000
543825,DEPT OF HEALTH/MENTAL HYGIENE,2,Senior Social Worker,66442,80000
543828,DEPT OF HEALTH/MENTAL HYGIENE,2,Social Worker,66442,70000
543847,HRA/DEPT OF SOCIAL SERVICES,17,SENIOR ADVISOR TO THE CPAO,94715,107310
543863,OFF OF PAYROLL ADMINISTRATION,26,Computer Programmer Analyst,51233,65000
543878,DEPARTMENT OF CORRECTION,12,"Assistant Commissioner, PREA",150000,165000
543886,DEPARTMENT OF CORRECTION,12,"Assistant Commissioner, Nunez Compliance",150000,165000
543888,POLICE DEPARTMENT,7,IT Security Specialist,75000,180000
543898,DEPT OF HEALTH/MENTAL HYGIENE,2,Criminalist III,86520,86520
543899,DISTRICT ATTORNEY RICHMOND COU,35,Computer Programmer Analyst,65000,78000
543906,ADMIN FOR CHILDREN'S SVCS,5,Operations Analyst,75504,94761
543938,FIRE DEPARTMENT,20,EMPLOYEE ASSISTANCE PROGRAM SPECIALIST,54878,98537
543974,CIVILIAN COMPLAINT REVIEW BD,11,Investigator Level 1,42293,42293
544000,BRONX DISTRICT ATTORNEY,39,Child Life Therapist,70000,70000
544044,TAXI & LIMOUSINE COMMISSION,24,Owner/Driver Resource Center College Aide,15.5,19.9
544066,TAXI & LIMOUSINE COMMISSION,24,Radio Room Operator,21.9436,29.5665
544104,NYC HOUSING AUTHORITY,13,Secretary,40017,62820
544138,DEPARTMENT OF TRANSPORTATION,19,Operations Associate,54100,83981
544143,DEPARTMENT OF TRANSPORTATION,19,Principal Administrative Associate,47418,69462
544149,DEPARTMENT OF INVESTIGATION,36,Investigative Attorney,72500,80000
544166,DEPT OF HEALTH/MENTAL HYGIENE,2,Data Integrity Analyst,75504,86830
544177,POLICE DEPARTMENT,7,ELECTRICAL ENGINEER,80557,111917
544209,DEPT OF ENVIRONMENT PROTECTION,6,Collections Specialist,80557,111917
544245,NYC HOUSING AUTHORITY,13,Clerical Associate,36390,58953
544250,DEPT OF HEALTH/MENTAL HYGIENE,2,"Quality and Performance Improvement Specialist, Bureau of Clinical Quality Management and Improvement (BQCMI)",75504,86830
544291,TAXI & LIMOUSINE COMMISSION,24,Deputy General Counsel / Assistant Commissioner of Legal Affairs,120000,145000
544320,DEPT OF ENVIRONMENT PROTECTION,6,Associate Project Manager II,74650,109409
544324,DEPT OF PARKS & RECREATION,22,Chief Information Security Officer,140000,150000
544326,DEPT OF ENVIRONMENT PROTECTION,6,Senior Port Engineer,53702,148745
544328,DEPT OF PARKS & RECREATION,22,Chief of IT Strategy and Performance Optimization,140000,150000
544330,DEPT OF PARKS & RECREATION,22,Cyber Security Analyst,90000,100000
544375,DEPARTMENT OF TRANSPORTATION,19,Associate Urban Designer,67757,98128
544398,DEPARTMENT OF TRANSPORTATION,19,Outreach Liaison,54100,83981
544400,DEPARTMENT OF INVESTIGATION,36,Investigative Attorney,70000,75000
544430,NYC HOUSING AUTHORITY,13,Staff Analyst,62470,80008
544432,DEPT OF HEALTH/MENTAL HYGIENE,2,Chief HR Officer (Admin Labor Relations),88936,160899
544442,DEPARTMENT OF CORRECTION,12,Plumber,52.79,52.79
544452,NYC HOUSING AUTHORITY,13,"Senior Director, Solutions Delivery",80931,208826
544454,HRA/DEPT OF SOCIAL SERVICES,17,COMMUNITY ENGAGEMENT MANAGER,64749,90000
544455,DEPARTMENT OF CORRECTION,12,STEAM FITTER,55,55
544461,DEPT OF HEALTH/MENTAL HYGIENE,2,".Net Developer, Bureau of Application Development and Database Administration",78795,94244
544468,DEPARTMENT OF TRANSPORTATION,19,Manager of Design & Construction,90114,122168
544473,DEPT OF ENVIRONMENT PROTECTION,6,Port Marine Engineer,82330,116104
544475,TAXI & LIMOUSINE COMMISSION,24,"Special Assistant to the General Counsel, Legal Records Manager",61469,83000
544477,DEPARTMENT OF TRANSPORTATION,19,Director of Specialty Construction Projects,53702,146121
544492,DEPT OF HEALTH/MENTAL HYGIENE,2,City Mortuary Technician,38811,44633
544494,DEPT. OF HOMELESS SERVICES,23,JCC MOTOR VEHICLE OPERATOR,39963,45957
544495,ADMIN FOR CHILDREN'S SVCS,5,Child Protective Manager,58700,102226
544500,DEPT. OF HOMELESS SERVICES,23,COMMUNITY ASSISTANT,32520,37398
544501,DEPT. OF HOMELESS SERVICES,23,COMPLIANCE ANALYST,54100,62215
544503,DEPT OF ENVIRONMENT PROTECTION,6,Procurement Anlayst III,60010,100875
544509,DEPT OF ENVIRONMENT PROTECTION,6,Associate Staff Analyst,70611,105138
544512,DEPT OF ENVIRONMENT PROTECTION,6,Engineer-in-Charge of Shaft Maintenance,64922,173486
544520,NYC HOUSING AUTHORITY,13,City Capital Financial Coordinator,54100,83981
544735,DEPARTMENT OF TRANSPORTATION,19,ADMINISTRATIVE STAFF ANALYST,84451,113550
544736,DEPT OF ENVIRONMENT PROTECTION,6,PROJECT MANAGER INTERN,51535,59265
544752,DEPT OF ENVIRONMENT PROTECTION,6,ASSISTANT PROJECT MANAGER,51535,59265
544766,DEPARTMENT OF INVESTIGATION,36,Assistant Inspector General,64230,77000
544767,DEPT OF ENVIRONMENT PROTECTION,6,EHS Budget & Contract Specialist,41395,70212
544808,OFFICE OF THE COMPTROLLER,29,Principal Tax Policy Analyst,85000,108000
544851,TAXI & LIMOUSINE COMMISSION,24,Prosecuting Attorney,63228,72712
544853,TAXI & LIMOUSINE COMMISSION,24,Prosecuting Attorney,62397,71757
544973,TAXI & LIMOUSINE COMMISSION,24,CRM Developer,100000,180000
544979,DEPT OF CITYWIDE ADMIN SVCS,33,Energy Procurement Analyst,74000,74000
544981,TAXI & LIMOUSINE COMMISSION,24,Case Adjuster,40017,62820
545021,DEPT OF ENVIRONMENT PROTECTION,6,"Section Chief, Construction Management (East)",64922,173486
545037,DEPARTMENT OF TRANSPORTATION,19,Public Space Equity Program Manager,67757,98128
545088,DEPARTMENT OF CORRECTION,12,"Supervisor, Evidence Collection",61302,70497
545108,FINANCIAL INFO SVCS AGENCY,18,Financial Management Systems Developer,0,75000
545119,DEPT OF HEALTH/MENTAL HYGIENE,2,"Veterinarian,  Bureau of Veterinary and Pest Control Services",97743,104745
545126,DEPARTMENT OF CORRECTION,12,Director - Correction Intelligence Bureau,115000,120000
545130,OFFICE OF THE COMPTROLLER,29,"Claim Specialist, Level II - Law Division",51079,58741
545161,DEPARTMENT OF CORRECTION,12,Evidence Collection Technician,49449,56866
545173,DEPT OF HEALTH/MENTAL HYGIENE,2,Referral Coordinator,47418,54531
545183,FINANCIAL INFO SVCS AGENCY,18,Crystal Reports Architect,100000,105000
545190,DEPARTMENT OF CORRECTION,12,Investigator (Criminal Investigations),58167,58167
545205,NYC HOUSING AUTHORITY,13,ASSISTANT RESIDENT BUILDING SUPT,49666,76064
545208,DEPT OF HEALTH/MENTAL HYGIENE,2,"Program Specialist, Housing Services, Bureau of Mental Health",71379,98484
545210,HRA/DEPT OF SOCIAL SERVICES,17,HEADCOUNT & BUDGET ANALYST,70611,81203
545228,HRA/DEPT OF SOCIAL SERVICES,17,EMPLOYMENT PROCESSING REPRESENTATIVE,58695,67499
545235,DEPT OF HEALTH/MENTAL HYGIENE,2,"Director of Planning & Policy, Family and Child Health Administration",96772,136000
545239,DEPT OF YOUTH & COMM DEV SRVS,8,Community Liaison,64749,100000
545246,DEPT OF HEALTH/MENTAL HYGIENE,2,Supervisor,53057,61015
545252,HRA/DEPT OF SOCIAL SERVICES,17,"DIRECTOR, HR RECORDS MANAGEMENT AND SUPPORT SERVICES",94715,94715
545268,DEPT OF HEALTH/MENTAL HYGIENE,2,Child Care Inspection Supervisor,60437,69503
545272,OFFICE OF MANAGEMENT & BUDGET,14,Analyst  Pension Analysis,65604,83399
545277,NYC HOUSING AUTHORITY,13,Comprehensive Modernization Community Coordinator,54100,83981
545353,DEPT OF HEALTH/MENTAL HYGIENE,2,Sr. Procurement Coordinator,60718,82000
545409,FIRE DEPARTMENT,20,Assistant Counsel,79620,117541
545428,OFFICE OF MANAGEMENT & BUDGET,14,Analyst  Police,51550,73806
545490,DEPT OF ENVIRONMENT PROTECTION,6,Clerical Associate (Part-Time),16.1374,26.144
545494,OFFICE OF MANAGEMENT & BUDGET,14,Administrative Assistant,50000,58000
545508,POLICE DEPARTMENT,7,"Fitness Instructor, Level I",46191,64925
545579,ADMIN TRIALS AND HEARINGS,27,Agency Attorney,79620,91563
545587,DEPT OF ENVIRONMENT PROTECTION,6,Senior Stationary Engineer Electric,618.24,618.24
545610,ADMIN TRIALS AND HEARINGS,27,Appeals College Aide,15.5,17.3
545633,FIRE DEPARTMENT,20,Payroll Assistant,53057,77124
545638,FIRE DEPARTMENT,20,Front Desk Receptionist,40017,62820
545676,DEPT OF HEALTH/MENTAL HYGIENE,2,"Radiation Emergency Response Specialist, Bureau of Environmental Sciences and Engineering",75504,86830
545694,FINANCIAL INFO SVCS AGENCY,18,UNIX SYSTEMS ADMINISTRATOR,100000,145000
545721,DEPT OF HEALTH/MENTAL HYGIENE,2,"Public Health Inspector, Bureau of Food Safety and Community Sanitation (BFSCS)",45722,45722
545747,DISTRICT ATTORNEY RICHMOND COU,35,Communication Director,85000,125000
545770,DEPT OF ENVIRONMENT PROTECTION,6,Assistant Process Engineer,75504,94761
545776,ADMIN FOR CHILDREN'S SVCS,5,Payment Supervisor,53057,61015
545805,DEPT OF ENVIRONMENT PROTECTION,6,Assistant Process Engineer,57078,85646
545807,DEPT OF ENVIRONMENT PROTECTION,6,Assistant Process Engineer,57078,85646
545811,DEPT OF ENVIRONMENT PROTECTION,6,Assistant Process Engineer,57078,85646
545812,DEPT OF ENVIRONMENT PROTECTION,6,Assistant Process Engineer,57078,85646
545813,DEPT OF ENVIRONMENT PROTECTION,6,Assistant Process Engineer,57078,85646
545815,LAW DEPARTMENT,3,Media Services Technician - IT Division,42798,49218
545827,HRA/DEPT OF SOCIAL SERVICES,17,"EXECUTIVE DIRECTOR, HRA TECHNOLOGY/ELIGIBILITY SYSTEMS",77688,152000
545830,DEPARTMENT OF CORRECTION,12,Licensed Barber,35197,40477
545833,HRA/DEPT OF SOCIAL SERVICES,17,SENIOR PROJECT LEADER,85371,98177
545837,HRA/DEPT OF SOCIAL SERVICES,17,PROJECT SPECIALIST,92194,106023
545844,HRA/DEPT OF SOCIAL SERVICES,17,SENIOR PROJECT LEADER,85371,98177
545931,HUMAN RIGHTS COMMISSION,16,SUPERVISING  ATTORNEY - HOUSING AND PUBLIC  ACCOMMODATIONS AND SOURCE OF  INCOME,95000,95000
545960,HRA/DEPT OF SOCIAL SERVICES,17,SENIOR PROJECT LEADER,85371,98177
545968,HUMAN RIGHTS COMMISSION,16,AGENCY ATTORNEY 1 –  EARLY INTERVENTION UNIT,63228,72712
545994,DEPARTMENT OF TRANSPORTATION,19,Civil Engineer Level -3,90114,122168
546000,HUMAN RIGHTS COMMISSION,16,SOI AGENCY ATTORNEY,63228,72712
546011,DEPT OF ENVIRONMENT PROTECTION,6,Director of Digital Transformation,80931,208826
546031,MAYORS OFFICE OF CONTRACT SVCS,25,"Analyst, Risk Management",50000,55000
546033,FINANCIAL INFO SVCS AGENCY,18,LEAD PMO ANALYST,75000,120000
546051,MAYORS OFFICE OF CONTRACT SVCS,25,"Senior Analyst, Risk Management",60000,70000
546053,DEPT OF HEALTH/MENTAL HYGIENE,2,Child Care Investigator,51079,63500
546074,ADMIN FOR CHILDREN'S SVCS,5,"Captain, Crossroads",65384,73884
546092,DEPT. OF HOMELESS SERVICES,23,COMMUNITY ASSISTANT,32520,42191
546105,DEPT. OF HOMELESS SERVICES,23,INTAKE WORKER,38333,63794
546109,DEPT. OF HOMELESS SERVICES,23,COMMUNITY ASSOCIATE,38333,63794
546115,DEPARTMENT OF CORRECTION,12,"Assistant Commissioner, Public Information",150000,165000
546138,DEPARTMENT OF CORRECTION,12,Deputy Director of Administration,104000,110000
546149,HRA/DEPT OF SOCIAL SERVICES,17,Cybersecurity Incident Analyst,78795,113300
546194,HRA/DEPT OF SOCIAL SERVICES,17,SENIOR ATTORNEY,79620,91563
546198,DEPT. OF HOMELESS SERVICES,23,HEALTH AND SAFETY ANALYST,76294,108156
546213,DEPT. OF HOMELESS SERVICES,23,FLEET ANALYST,62470,80008
546219,HRA/DEPT OF SOCIAL SERVICES,17,SENIOR PROCUREMENT COORDINATOR,65232,151810
546270,DEPT. OF HOMELESS SERVICES,23,DEPUTY DIRECTOR OF DESIGN & CONSTRUCTION,58700,161534
546272,HRA/DEPT OF SOCIAL SERVICES,17,COMMUNITY LIASION,54100,83981
546274,DEPT. OF HOMELESS SERVICES,23,EMERGENCY DESK ASSOCIATES,38333,63794
546275,OFFICE OF EMERGENCY MANAGEMENT,21,PAYROLL-TIMEKEEPING SPECIALIST,59000,69500
546277,HRA/DEPT OF SOCIAL SERVICES,17,COMMUNITY LIAISON COORDINATOR,54100,83981
546303,NYC HOUSING AUTHORITY,13,Heating Managment Services Dept. HMSD,62598.24,65062.08
546308,HRA/DEPT OF SOCIAL SERVICES,17,MEDICAID SUPPORT DIRECTOR,58700,173486
546322,NYC HOUSING AUTHORITY,13,Design Program Manager,74650,109409
546335,LAW DEPARTMENT,3,Office Assistant - Duplication and Finishing Services Unit,36390,41848
546341,LAW DEPARTMENT,3,Office Assistant - Communications and Docketing Service Unit.,36390,41848
546357,MAYORS OFFICE OF CONTRACT SVCS,25,"Senior Analyst, Procurement Operations (Capital Reform)",60000,70000
546375,DEPT OF HEALTH/MENTAL HYGIENE,2,"Public Health Inspector, Bureau of Food Safety and Community Sanitation (BFSCS)",45722,45722
546376,DEPT OF HEALTH/MENTAL HYGIENE,2,"Public Health Inspector, Bureau of Food Safety and Community Sanitation (BFSCS)",45722,45722
546378,DEPT OF HEALTH/MENTAL HYGIENE,2,"Public Health Inspector, Bureau of Food Safety and Community Sanitation (BFSCS)",45722,45722
546404,DEPT OF YOUTH & COMM DEV SRVS,8,Budget Analyst,70611,97873
546424,FIRE DEPARTMENT,20,Data Analyst,75504,94761
546435,DEPT OF YOUTH & COMM DEV SRVS,8,Budget Analyst,70611,97873
546446,DEPT OF YOUTH & COMM DEV SRVS,8,Program Manager,60193,90704
546454,DEPT OF YOUTH & COMM DEV SRVS,8,Senior .Net Developer,92194,119610
546461,DEPT OF YOUTH & COMM DEV SRVS,8,SSIS / SSRS / PowerBI Developer,85371,109990
546470,DEPT OF ENVIRONMENT PROTECTION,6,Assistant Mechanical Engineer,57078,85646
546479,DEPT OF ENVIRONMENT PROTECTION,6,Assistant Environmental Engineer,57078,85646
546485,CAMPAIGN FINANCE BOARD,31,OUTREACH COORDINATOR,55000,70000
546492,DEPT OF ENVIRONMENT PROTECTION,6,Project Manager,57078,85646
546530,DEPT OF ENVIRONMENT PROTECTION,6,Project Manager,74650,109409
546539,DEPT OF ENVIRONMENT PROTECTION,6,GIS and Program Analyst,64140,77609
546549,LAW DEPARTMENT,3,Director of Customer Support - IT Division,130000,130000
546563,LAW DEPARTMENT,3,Application Associate  (Part Time),39.2485,45.1357
546568,DEPT OF ENVIRONMENT PROTECTION,6,Resiliency Project Manager,64140,77609
546588,DEPT. OF HOMELESS SERVICES,23,INTAKE WORKER,38333,63794
546600,HRA/DEPT OF SOCIAL SERVICES,17,"EXECUTIVE DIRECTOR, OFFICE OF TECHNOLOGY DEVELOPMENT",77688,152000
546616,OFFICE OF EMERGENCY MANAGEMENT,21,"EXECUTIVE DIRECTOR, PUBLIC INFORMATION",115000,125000
546621,TAXI & LIMOUSINE COMMISSION,24,Product Owner/Business Analyst,97138,105000
546628,HRA/DEPT OF SOCIAL SERVICES,17,DMS ENDPOINT PROTECTION / SYSTEM CENTER CONFIGURATION MANAGER ENGINEER,92194,106023
546631,HRA/DEPT OF SOCIAL SERVICES,17,PROJECT LEAD,92194,106023
546647,DEPT OF PARKS & RECREATION,22,Senior IT Project Manager,90000,100000
546676,OFFICE OF MANAGEMENT & BUDGET,14,Analyst  Anti-Corruption,36812,84395
546684,OFFICE OF MANAGEMENT & BUDGET,14,Unit Head  Grant Monitoring,54593,108156
546687,DEPT OF ENVIRONMENT PROTECTION,6,Stormwater Resiliency,74650,109409
546697,OFF OF PAYROLL ADMINISTRATION,26,"Call Center Jr. Tech, HR/Payroll",51345,65000
546705,FINANCIAL INFO SVCS AGENCY,18,PEOPLESOFT DEVELOPER,110000,120000
546723,DEPT OF PARKS & RECREATION,22,IT Contract Analyst,75000,85000
546727,DEPT OF PARKS & RECREATION,22,Business Analyst,85000,95000
546733,HRA/DEPT OF SOCIAL SERVICES,17,CITY LABORER,290,290
546736,DEPT OF PARKS & RECREATION,22,Field Technician Leader,80000,90000
546738,HRA/DEPT OF SOCIAL SERVICES,17,SENIOR DEVELOPER,85371,98177
546753,DEPT OF PARKS & RECREATION,22,Field Technician,75000,75000
546765,HRA/DEPT OF SOCIAL SERVICES,17,PROJECT DIRECTOR/TECHNICAL TEAM LEAD,98901,113736
546776,DEPT OF ENVIRONMENT PROTECTION,6,Chief of Resiliency Coordination and Inflow-Infiltration,72038,150000
546798,DEPT OF HEALTH/MENTAL HYGIENE,2,Senior Public Health Inspector,60437,69503
546806,DEPT OF CITYWIDE ADMIN SVCS,33,"Assistant Program Coordinator, API Infrastructure",54100,62215
546811,DEPT OF HEALTH/MENTAL HYGIENE,2,Senior Public Health Inspector,60437,69503
546829,DEPT OF CITYWIDE ADMIN SVCS,33,"Assistant Program Coordinator, API Culturals",54100,62215
546839,DEPT OF HEALTH/MENTAL HYGIENE,2,Senior Public Health Inspector,60437,69503
546841,DEPT OF CITYWIDE ADMIN SVCS,33,"Associate Project Manager, Agency Planning and Implementation - Large Buildings",75504,86830
546848,DEPT OF CITYWIDE ADMIN SVCS,33,"Associate Engineer, TST",75504,86830
546849,DEPT OF ENVIRONMENT PROTECTION,6,Agency Chief Contracting Officer,80931,208826
546890,NYC HOUSING AUTHORITY,13,RESIDENT BUILDING SUPERINTENDENT,60171,93630
546932,HRA/DEPT OF SOCIAL SERVICES,17,ASSISTANT DEPUTY COMMISSIONER/ QUALITY MANAGEMENT AND APPLICATION SUPPORT,87277,162000
546933,DEPT OF HEALTH/MENTAL HYGIENE,2,Assistant Personnel Coordinator,47418,62000
546942,HRA/DEPT OF SOCIAL SERVICES,17,DATABASE SPECIALIST,92194,106023
546968,NYC HOUSING AUTHORITY,13,ASSISTANT RESIDENT BUILDING SUPT (HA),49666,76064
546971,DEPT OF ENVIRONMENT PROTECTION,6,EEO Specialist,54100,83981
547020,DEPT OF YOUTH & COMM DEV SRVS,8,Deputy Director,64749,134280
547022,DEPT OF YOUTH & COMM DEV SRVS,8,"Deputy Director, COMPASS Elementary",64749,134280
547026,DEPARTMENT OF PROBATION,43,Chief Information Officer,0,160000
547028,DEPARTMENT OF TRANSPORTATION,19,Project Engineer,67757,98128
547036,HRA/DEPT OF SOCIAL SERVICES,17,REVENUE ANALYST,70611,81203
547156,DEPT OF DESIGN & CONSTRUCTION,38,Senior Project Administrator,57078,85646
547165,DEPT OF DESIGN & CONSTRUCTION,38,Technical Director,64922,135834
547171,DEPT OF DESIGN & CONSTRUCTION,38,Contract Manager,50972,66000
547172,OFFICE OF LABOR RELATIONS,44,Step 3 Review Officer,74290,103803
547179,DEPT OF DESIGN & CONSTRUCTION,38,Senior Software Developer,98901,113736
547191,DEPARTMENT OF CORRECTION,12,Director of Trials & Litigation,125000,135000
547221,DEPARTMENT OF TRANSPORTATION,19,Structural Engineer,80557,111917
547235,BRONX DISTRICT ATTORNEY,39,Bureau Chief - Discovery Compliance Bureau,190000,190000
547273,DEPT OF ENVIRONMENT PROTECTION,6,Electrical Engineering Intern,51413,62260
547339,DEPARTMENT OF SANITATION,37,PRINCIPAL ADMINISTRATIVE ASSOCIATE,47418,69462
547350,DEPT OF HEALTH/MENTAL HYGIENE,2,Registrar,38333,50000
547352,DEPT OF HEALTH/MENTAL HYGIENE,2,Principal Administrative Associate,53057,61015
547355,BOARD OF CORRECTION,45,Research & Compliance Associate,75504,85000
547366,DEPT OF HEALTH/MENTAL HYGIENE,2,Public Health Educator,61233,69193
547379,DEPT OF DESIGN & CONSTRUCTION,38,Deputy Director,53702,124421
547467,OFFICE OF THE COMPTROLLER,29,Assistant General Counsel (Investment Transactions),100000,120000
547474,OFFICE OF THE COMPTROLLER,29,Senior Financial Research and Reporting Analyst (Accountancy),80000,95000
547499,FIRE DEPARTMENT,20,EAP SPECIALIST,54878,59180
547506,DEPT OF HEALTH/MENTAL HYGIENE,2,"Public Health Inspector, Bureau of Food Safety and Community Sanitation (BFSCS)",45722,45722
547516,DEPT OF DESIGN & CONSTRUCTION,38,IT Project Manager,92194,106023
547536,DEPARTMENT OF SANITATION,37,College Aide (Various units),15.5,19.9
547542,HRA/DEPT OF SOCIAL SERVICES,17,"EXECUTIVE DIRECTOR, CORRECTIVE ACTION PLANNING OFFICE",102292,130000
547586,POLICE DEPARTMENT,7,Police Administrative Aide,36390,55228
547603,DEPT OF DESIGN & CONSTRUCTION,38,Senior Software Developer,98901,113736
547607,DEPT OF DESIGN & CONSTRUCTION,38,Business Analyst,76584,88072
547635,DEPARTMENT OF CORRECTION,12,Senior Developer,100000,145000
547641,HRA/DEPT OF SOCIAL SERVICES,17,MEDICAID ELIGIBILITY SPECIALIST,37748,43410
547660,DEPT OF DESIGN & CONSTRUCTION,38,College Aide,15.5,16.02
547673,DEPT OF HEALTH/MENTAL HYGIENE,2,Personnel/Administrative Manager,58695,86830
547675,POLICE DEPARTMENT,7,Data Analyst,70611,105138
547680,DEPT OF DESIGN & CONSTRUCTION,38,College Aide,15.5,16.02
547684,TAXI & LIMOUSINE COMMISSION,24,Product Owner/Business Analyst,70611,105138
547687,DEPT OF DESIGN & CONSTRUCTION,38,Revenue Analyst,15.5,16.02
547692,BRONX DISTRICT ATTORNEY,39,Human Resources Business Coordinator,60000,60000
547694,DEPARTMENT OF TRANSPORTATION,19,Associate Staff Analyst,70611,105138
547742,NYC HOUSING AUTHORITY,13,CITY PEST CONTROL AIDE,31377,38741
547835,TAXI & LIMOUSINE COMMISSION,24,Special Assistant to the General Counsel,62470,80008
547865,DEPARTMENT OF TRANSPORTATION,19,Director of Expense Budget,102292,163512
547873,NYC HOUSING AUTHORITY,13,"Deputy Director, Transaction Monitoring Unit",72038,135000
547878,TEACHERS RETIREMENT SYSTEM,46,Trainer/Developer,58700,80000
547900,BRONX DISTRICT ATTORNEY,39,Bureau Chief - Grand Jury Unit,190000,190000
547920,FINANCIAL INFO SVCS AGENCY,18,BUSINESS ANALYST,90000,100000
547971,CIVILIAN COMPLAINT REVIEW BD,11,IT Intern,16.02,20.72
547975,CIVILIAN COMPLAINT REVIEW BD,11,FOIL Unit Intern,15.5,19.9
547977,OFFICE OF MANAGEMENT & BUDGET,14,Analyst  Service Desk Operations,51550,73806
547979,OFFICE OF MANAGEMENT & BUDGET,14,Analyst  Graphics and Web Publishing,51550,73806
547981,OFFICE OF MANAGEMENT & BUDGET,14,"Data Analyst Open Data, Data Analytics, and Reporting",51550,73806
548063,HRA/DEPT OF SOCIAL SERVICES,17,"DIRECTOR, HR RECORDS MANAGEMENT AND SUPPORT SERVICES",94715,117000
548065,NYC HOUSING AUTHORITY,13,CITY PEST CONTROL AIDE,31377,38741
548075,POLICE DEPARTMENT,7,Police Administrative Aide,36390,55228
548081,ADMIN FOR CHILDREN'S SVCS,5,Budget and Operations Manager,70611,81203
548108,DEPT OF HEALTH/MENTAL HYGIENE,2,"Early Childhood Education Consultant, Bureau of Childcare",66442,72000
548127,FINANCIAL INFO SVCS AGENCY,18,SENIOR PEOPLESOFT SYSTEMS ANALYST,105000,120000
548134,DEPARTMENT OF CORRECTION,12,Technical Project Manager,120000,130000
548140,DEPT OF YOUTH & COMM DEV SRVS,8,Policy Advisor,54100,83981
548145,NYC HOUSING AUTHORITY,13,Assistant Project Manager,74650,109409
548189,DEPT OF HEALTH/MENTAL HYGIENE,2,Compliance Scientist Water Ecologist,52931,60871
548196,DEPARTMENT OF CORRECTION,12,Software Applications Specialist,75000,130000
